epoch,train_loss,val_loss,gap,best_val,lr
0,0.1950108639895916,0.12082296758890151,-0.0741878964006901,0.12082296758890151,9.999383162408304e-05
1,0.10469984896481037,0.07572876065969467,-0.028971088305115703,0.07572876065969467,9.997532801828658e-05
2,0.07905682548880577,0.060647860169410706,-0.018408965319395065,0.060647860169410706,9.994449374809851e-05
3,0.06870142370462418,0.052636011689901355,-0.01606541201472282,0.052636011689901355,9.990133642141359e-05
4,0.06193242222070694,0.0512238547205925,-0.010708567500114438,0.0512238547205925,9.98458666866564e-05
5,0.057214874774217606,0.04730500876903534,-0.009909866005182268,0.04730500876903534,9.9778098230154e-05
6,0.052614585310220716,0.0433363676071167,-0.009278217703104018,0.0433363676071167,9.9698047772759e-05
7,0.048662039637565616,0.04145572707056999,-0.0072063125669956235,0.04145572707056999,9.96057350657239e-05
8,0.04654726460576057,0.03845408484339714,-0.008093179762363428,0.03845408484339714,9.950118288582787e-05
9,0.043946142122149465,0.037869109958410266,-0.006077032163739199,0.037869109958410266,9.938441702975689e-05
10,0.041560453735291956,0.03666394501924515,-0.004896508716046806,0.03666394501924515,9.925546630773869e-05
11,0.04049196783453226,0.03472476564347744,-0.005767202191054817,0.03472476564347744,9.911436253643444e-05
12,0.037628652434796094,0.034123285114765166,-0.0035053673200309277,0.034123285114765166,9.896114053108829e-05
13,0.036824246123433116,0.03332156836986542,-0.003502677753567697,0.03332156836986542,9.879583809693738e-05
14,0.03638756424188614,0.033187958598136905,-0.0031996056437492357,0.033187958598136905,9.861849601988384e-05
15,0.03539141770452261,0.03189626783132553,-0.00349514987319708,0.03189626783132553,9.842915805643157e-05
16,0.034485865384340286,0.031237772852182388,-0.0032480925321578986,0.031237772852182388,9.822787092288992e-05
17,0.032460357341915366,0.030252780392766,-0.002207576949149366,0.030252780392766,9.801468428384718e-05
18,0.03219476854428649,0.030206472799181937,-0.001988295745104552,0.030206472799181937,9.778965073991652e-05
19,0.03208230109885335,0.032807198166847226,0.0007248970679938765,0.030206472799181937,9.75528258147577e-05
20,0.031040990073233844,0.030812044441699982,-0.00022894563153386116,0.030206472799181937,9.730426794137729e-05
21,0.03005903409793973,0.02836292125284672,-0.0016961128450930125,0.02836292125284672,9.70440384477113e-05
22,0.029558706935495137,0.02832844890654087,-0.0012302580289542675,0.02832844890654087,9.67722015414934e-05
23,0.028183895628899336,0.03047380894422531,0.0022899133153259747,0.02832844890654087,9.64888242944126e-05
24,0.02844693623483181,0.02840527705848217,-4.16591763496392e-05,0.02832844890654087,9.619397662556436e-05
25,0.028459450323134662,0.02788223698735237,-0.0005772133357822909,0.02788223698735237,9.588773128419907e-05
26,0.027008211240172386,0.027108336612582207,0.00010012537240982125,0.027108336612582207,9.557016383177228e-05
27,0.026887477748095988,0.027551957964897157,0.0006644802168011693,0.027108336612582207,9.524135262330099e-05
28,0.025560793373733758,0.027550234273076058,0.0019894408993423006,0.027108336612582207,9.49013787880308e-05
29,0.025906724389642477,0.02595451846718788,4.7794077545404434e-05,0.02595451846718788,9.455032620941841e-05
30,0.024040773371234538,0.02634810023009777,0.0023073268588632324,0.02595451846718788,9.418828150443471e-05
31,0.024247237574309112,0.02533879391849041,0.0010915563441812985,0.02533879391849041,9.381533400219321e-05
32,0.023776073195040225,0.030073095858097077,0.006297022663056852,0.02533879391849041,9.343157572190959e-05
33,0.024440598487854005,0.02590079717338085,0.0014601986855268465,0.02533879391849041,9.303710135019721e-05
34,0.02424685712903738,0.027486626431345938,0.0032397693023085566,0.02533879391849041,9.263200821770464e-05
35,0.022613050043582918,0.024029219523072243,0.001416169479489325,0.024029219523072243,9.221639627510079e-05
36,0.022694643447175623,0.023864668607711793,0.0011700251605361693,0.023864668607711793,9.179036806841354e-05
37,0.021934427507221698,0.024927717074751853,0.0029932895675301545,0.023864668607711793,9.135402871372811e-05
38,0.021767131611704828,0.023441416025161744,0.0016742844134569161,0.023441416025161744,9.09074858712512e-05
39,0.02206419315189123,0.0234858188778162,0.0014216257259249687,0.023441416025161744,9.04508497187474e-05
40,0.02162031685002148,0.024500802159309387,0.0028804853092879064,0.023441416025161744,8.998423292435457e-05
41,0.02027671579271555,0.02303994819521904,0.0027632324025034898,0.02303994819521904,8.950775061878454e-05
42,0.020856632431969047,0.022992859408259392,0.002136226976290345,0.022992859408259392,8.902152036691652e-05
43,0.020517979143187405,0.02628575749695301,0.005767778353765605,0.022992859408259392,8.85256621387895e-05
44,0.020598317217081785,0.023451533913612366,0.002853216696530582,0.022992859408259392,8.80202982800016e-05
45,0.020269152894616126,0.024796896800398826,0.0045277439057827,0.022992859408259392,8.750555348152302e-05
46,0.019388803141191603,0.023038781061768532,0.0036499779205769294,0.022992859408259392,8.698155474893052e-05
47,0.018798158271238208,0.022458540648221968,0.0036603823769837604,0.022458540648221968,8.644843137107061e-05
48,0.019470636174082755,0.022474345192313193,0.0030037090182304382,0.022458540648221968,8.590631488815948e-05
49,0.018490677932277322,0.023135166615247726,0.004644488682970405,0.022458540648221968,8.53553390593274e-05
50,0.01896090297959745,0.022321523725986482,0.003360620746389032,0.022321523725986482,8.479563982961574e-05
51,0.018611718062311412,0.024492786824703218,0.005881068762391806,0.022321523725986482,8.422735529643446e-05
52,0.018920616433024406,0.02196049727499485,0.003039880841970443,0.02196049727499485,8.365062567548869e-05
53,0.018438051408156752,0.023142335936427116,0.0047042845282703645,0.02196049727499485,8.306559326618262e-05
54,0.018068175110965968,0.021022365614771842,0.0029541905038058744,0.021022365614771842,8.24724024165092e-05
55,0.01769470451399684,0.02208019271492958,0.004385488200932739,0.021022365614771842,8.187119948743451e-05
56,0.01803683480247855,0.021802737936377527,0.0037659031338989762,0.021022365614771842,8.126213281678529e-05
57,0.017090386850759386,0.021758423745632173,0.004668036894872787,0.021022365614771842,8.064535268264886e-05
58,0.01725958320312202,0.02357591986656189,0.006316336663439868,0.021022365614771842,8.002101126629424e-05
59,0.01718691596761346,0.02211804948747158,0.0049311335198581226,0.021022365614771842,7.93892626146237e-05
60,0.01745227319188416,0.021963414549827576,0.004511141357943418,0.021022365614771842,7.875026260216396e-05
