timesteps,episode_reward,episode_length
123289,-6.506518,37.0
123330,-11.592756,41.0
123380,-13.567764,50.0
123425,-11.055561,45.0
123462,-8.77744,37.0
123501,-9.138893,39.0
123541,-6.719605,40.0
123578,-9.313375,37.0
123617,-8.994499,39.0
123654,-8.257099,37.0
123692,-11.726927,38.0
123728,-6.961669,36.0
123766,-10.592376,38.0
123829,-11.710625,63.0
123868,-13.117762,39.0
123904,-10.694685,36.0
123945,-14.008089,41.0
123981,-11.171619,36.0
124032,-10.480254,51.0
124081,-11.429565,49.0
124128,-9.286782,47.0
124167,-8.004613,39.0
124208,-11.472723,41.0
124257,-14.610184,49.0
124295,-11.100739,38.0
124344,-16.127827,49.0
124521,-37.813562,177.0
124568,-11.652894,47.0
124606,-7.993077,38.0
124643,-11.057228,37.0
124683,-11.02224,40.0
124725,-10.499993,42.0
124764,-9.621576,39.0
124845,-22.101139,81.0
124884,-11.808239,39.0
124924,-13.022545,40.0
124963,-8.656967,39.0
125008,-13.255261,45.0
125044,-9.248974,36.0
125083,-11.991483,39.0
125129,-9.773977,46.0
125170,-10.606466,41.0
125208,-11.001751,38.0
125252,-13.272843,44.0
125290,-9.63511,38.0
125332,-10.439623,42.0
125371,-11.547839,39.0
125407,-7.743309,36.0
125444,-9.577824,37.0
125482,-7.156446,38.0
125523,-9.530175,41.0
125566,-9.996696,43.0
125601,-8.939301,35.0
125638,-10.229771,37.0
125674,-8.664765,36.0
125714,-11.717267,40.0
125753,-11.723405,39.0
125793,-12.855822,40.0
125939,-28.81101,146.0
125977,-6.859678,38.0
126019,-9.712634,42.0
126056,-8.185161,37.0
126095,-8.034665,39.0
126136,-14.061793,41.0
126177,-12.866656,41.0
126215,-11.295666,38.0
126256,-13.447566,41.0
126297,-9.412057,41.0
126336,-10.687785,39.0
126375,-7.155495,39.0
126422,-15.165467,47.0
126465,-9.146469,43.0
126503,-8.000216,38.0
126573,-19.904763,70.0
126609,-8.17889,36.0
126651,-8.287691,42.0
126687,-10.40769,36.0
126730,-10.718934,43.0
126766,-10.213572,36.0
126819,-12.464835,53.0
127015,-36.864485,196.0
127053,-10.432279,38.0
127098,-9.704361,45.0
127135,-9.503004,37.0
127175,-8.694511,40.0
127215,-13.791159,40.0
127415,-48.598305,200.0
127457,-11.379683,42.0
127498,-11.295662,41.0
127536,-8.643687,38.0
127575,-13.947157,39.0
127613,-10.386332,38.0
127652,-8.43417,39.0
127696,-9.474022,44.0
127819,-34.332395,123.0
127900,-23.33022,81.0
127938,-7.851902,38.0
127978,-12.286102,40.0
128026,-11.585877,48.0
128063,-8.118215,37.0
128099,-7.730375,36.0
128138,-10.64552,39.0
128179,-12.685711,41.0
128219,-11.679337,40.0
128260,-8.416124,41.0
128299,-11.034038,39.0
128335,-7.560875,36.0
128376,-10.926851,41.0
128416,-10.506773,40.0
128454,-9.958839,38.0
128496,-8.438553,42.0
128542,-7.587392,46.0
128579,-8.352902,37.0
128615,-7.967276,36.0
128658,-8.985751,43.0
128742,-18.626432,84.0
128780,-12.519273,38.0
128980,-54.738695,200.0
129019,-9.634264,39.0
129056,-10.685201,37.0
129148,-17.014146,92.0
129348,-48.693068,200.0
129384,-7.926626,36.0
129426,-13.092016,42.0
129468,-12.986071,42.0
129506,-9.361591,38.0
129543,-10.76903,37.0
129584,-13.157286,41.0
129623,-10.765153,39.0
129663,-12.280114,40.0
129706,-9.580915,43.0
129743,-9.545096,37.0
129780,-10.140956,37.0
129820,-12.522687,40.0
129860,-12.926118,40.0
129903,-12.020246,43.0
129943,-8.502338,40.0
129987,-8.624315,44.0
130034,-11.162422,47.0
130076,-8.3785,42.0
130116,-7.458613,40.0
130157,-10.244691,41.0
130275,-25.495734,118.0
130315,-13.287222,40.0
130352,-10.11686,37.0
130394,-13.327948,42.0
130432,-8.618719,38.0
130533,-23.015386,101.0
130574,-8.498064,41.0
130613,-8.951987,39.0
130650,-6.565083,37.0
130690,-12.805588,40.0
130729,-10.5597,39.0
130929,-47.868975,200.0
130974,-10.52328,45.0
131081,-14.537585,107.0
131121,-9.976359,40.0
131163,-12.323144,42.0
131207,-13.470596,44.0
131249,-12.056817,42.0
131289,-13.10183,40.0
131326,-8.196304,37.0
131367,-12.137901,41.0
131410,-10.788838,43.0
131447,-8.569618,37.0
131647,-54.316755,200.0
131687,-12.734854,40.0
131736,-13.635077,49.0
131785,-11.870357,49.0
131828,-10.36426,43.0
132000,-35.937059,172.0
132048,-11.155034,48.0
132091,-11.067176,43.0
132128,-8.148437,37.0
132167,-11.965905,39.0
132210,-12.818989,43.0
132248,-11.018227,38.0
132285,-8.42014,37.0
132321,-7.324084,36.0
132366,-14.967045,45.0
132501,-24.773255,135.0
132543,-9.382641,42.0
132584,-11.133186,41.0
132623,-12.428859,39.0
132660,-9.261859,37.0
132700,-9.884563,40.0
132744,-12.558684,44.0
132898,-27.396247,154.0
133026,-23.503783,128.0
133066,-10.435159,40.0
133103,-8.706599,37.0
133141,-8.680632,38.0
133179,-8.39101,38.0
133220,-7.258969,41.0
133259,-11.216512,39.0
133299,-9.260788,40.0
133343,-11.999659,44.0
133388,-9.508352,45.0
133427,-8.994098,39.0
133469,-8.795604,42.0
133510,-13.065345,41.0
133547,-10.186533,37.0
133589,-9.87849,42.0
133636,-10.048111,47.0
133672,-8.676613,36.0
133710,-8.071704,38.0
133751,-8.835157,41.0
133792,-12.041326,41.0
133834,-13.152438,42.0
133871,-9.471721,37.0
133957,-13.93425,86.0
134076,-29.439848,119.0
134116,-9.143319,40.0
134154,-12.394487,38.0
134199,-12.801868,45.0
134235,-9.291692,36.0
134276,-10.421352,41.0
134322,-14.015705,46.0
134362,-10.452358,40.0
134400,-11.485691,38.0
134438,-6.626986,38.0
134478,-9.448516,40.0
134523,-13.43547,45.0
134561,-8.768419,38.0
134600,-8.81276,39.0
134638,-8.792261,38.0
134675,-9.781262,37.0
134719,-10.948173,44.0
134756,-8.709146,37.0
134796,-10.577303,40.0
134840,-12.729828,44.0
134880,-11.357665,40.0
134940,-14.192853,60.0
134979,-12.671349,39.0
135015,-7.350881,36.0
135053,-6.615136,38.0
135087,-8.114248,34.0
135125,-7.739874,38.0
135167,-11.268455,42.0
135205,-11.507864,38.0
135245,-12.227076,40.0
135287,-13.165283,42.0
135325,-10.048136,38.0
135368,-12.677408,43.0
135406,-8.307037,38.0
135456,-11.309258,50.0
135496,-11.422976,40.0
135532,-7.674911,36.0
135572,-9.509111,40.0
135624,-15.093457,52.0
135660,-7.671832,36.0
135702,-13.288796,42.0
135743,-9.629959,41.0
135778,-7.701368,35.0
135816,-8.405731,38.0
135855,-12.102395,39.0
135893,-9.390565,38.0
135937,-8.544903,44.0
135974,-8.013396,37.0
136010,-8.089679,36.0
136051,-14.494222,41.0
136251,-49.403605,200.0
136308,-14.687945,57.0
136347,-7.386885,39.0
136382,-7.553562,35.0
136418,-9.116685,36.0
136461,-12.042106,43.0
136498,-7.65675,37.0
136533,-7.316597,35.0
136572,-6.578637,39.0
136612,-7.109492,40.0
136654,-10.331899,42.0
136693,-10.352739,39.0
136732,-12.238836,39.0
136774,-12.507922,42.0
136811,-8.177079,37.0
136847,-7.818966,36.0
136886,-10.06775,39.0
136925,-11.352914,39.0
136963,-12.113967,38.0
137004,-10.047259,41.0
137042,-8.702466,38.0
137080,-7.761264,38.0
137122,-11.968548,42.0
137158,-7.073747,36.0
137197,-12.403076,39.0
137235,-11.730043,38.0
137272,-7.903848,37.0
137395,-30.617917,123.0
137430,-7.275482,35.0
137469,-10.764741,39.0
137507,-9.737847,38.0
137707,-43.004382,200.0
137743,-9.719124,36.0
137784,-11.991484,41.0
137824,-7.957722,40.0
137860,-10.275235,36.0
137898,-12.890772,38.0
137934,-8.498706,36.0
137973,-8.955691,39.0
138013,-9.427566,40.0
138066,-12.061038,53.0
138103,-8.596761,37.0
138139,-7.557258,36.0
138180,-10.328472,41.0
138218,-10.853437,38.0
138259,-10.625661,41.0
138364,-23.647282,105.0
138399,-7.266743,35.0
138435,-9.092066,36.0
138474,-10.211765,39.0
138513,-12.876166,39.0
138550,-10.705798,37.0
138591,-9.560428,41.0
138626,-9.050881,35.0
138661,-7.227795,35.0
138699,-10.316409,38.0
138741,-10.412318,42.0
138776,-6.567849,35.0
138814,-6.345925,38.0
138849,-7.273541,35.0
138888,-9.203732,39.0
138929,-11.58229,41.0
138967,-11.4245,38.0
139009,-9.568614,42.0
139047,-8.725419,38.0
139086,-11.378469,39.0
139125,-7.233251,39.0
139162,-11.834429,37.0
139201,-8.546952,39.0
139238,-7.063286,37.0
139275,-5.818572,37.0
139312,-8.711314,37.0
139348,-10.055963,36.0
139383,-6.534597,35.0
139419,-8.676724,36.0
139454,-8.415544,35.0
139494,-11.796239,40.0
139530,-9.018454,36.0
139568,-8.681086,38.0
139610,-12.371961,42.0
139646,-7.338215,36.0
139682,-8.677503,36.0
139723,-14.080488,41.0
139762,-9.768191,39.0
139814,-12.924147,52.0
139855,-12.788959,41.0
140055,-51.861719,200.0
140163,-19.353769,108.0
140202,-11.470817,39.0
140239,-11.489173,37.0
140276,-9.991176,37.0
140348,-16.393365,72.0
140386,-10.824291,38.0
140425,-6.652738,39.0
140463,-13.539358,38.0
140498,-8.746761,35.0
140537,-10.921302,39.0
140579,-12.215076,42.0
140654,-16.536303,75.0
140695,-8.850425,41.0
140729,-6.841724,34.0
140763,-6.816522,34.0
140799,-8.830403,36.0
140836,-8.603815,37.0
140873,-7.456561,37.0
140909,-7.874806,36.0
140952,-9.571739,43.0
140992,-9.080856,40.0
141029,-9.816202,37.0
141064,-8.18966,35.0
141113,-10.245638,49.0
141151,-7.370208,38.0
141228,-21.125366,77.0
141297,-12.569733,69.0
141332,-6.905371,35.0
141367,-7.632791,35.0
141411,-12.307578,44.0
141451,-8.893167,40.0
141489,-11.331021,38.0
141530,-11.842578,41.0
141568,-11.427846,38.0
141606,-7.691216,38.0
141646,-12.500544,40.0
141684,-7.889812,38.0
141720,-6.020616,36.0
141758,-11.174687,38.0
141797,-11.005871,39.0
141834,-9.989383,37.0
142005,-28.439825,171.0
142048,-9.876146,43.0
142088,-12.635547,40.0
142125,-9.586542,37.0
142163,-8.001848,38.0
142202,-9.429285,39.0
142238,-9.133942,36.0
142389,-24.566005,151.0
142428,-11.96457,39.0
142468,-9.30888,40.0
142508,-10.380176,40.0
142550,-8.73361,42.0
142586,-9.104136,36.0
142626,-10.900018,40.0
142663,-10.853921,37.0
142704,-7.142059,41.0
142742,-10.742786,38.0
142780,-7.701033,38.0
142817,-10.103309,37.0
142854,-10.282965,37.0
142890,-9.247206,36.0
142927,-7.770874,37.0
142964,-9.894452,37.0
142999,-8.990413,35.0
143173,-27.380085,174.0
143207,-7.442728,34.0
143245,-8.409429,38.0
143287,-8.18583,42.0
143324,-8.720745,37.0
143361,-9.19633,37.0
143400,-8.295471,39.0
143436,-7.807263,36.0
143473,-8.561158,37.0
143513,-12.897354,40.0
143554,-7.588632,41.0
143589,-6.852273,35.0
143719,-26.205785,130.0
143757,-11.972043,38.0
143792,-6.59992,35.0
143829,-9.112768,37.0
143866,-9.09934,37.0
143904,-9.786085,38.0
143942,-8.778361,38.0
143977,-5.484741,35.0
144014,-11.448707,37.0
144055,-8.744698,41.0
144092,-10.957185,37.0
144125,-5.890973,33.0
144210,-20.927631,85.0
144248,-9.45529,38.0
144285,-7.754363,37.0
144321,-10.07512,36.0
144359,-10.006381,38.0
144439,-21.951432,80.0
144476,-10.064951,37.0
144512,-11.192174,36.0
144548,-7.046892,36.0
144587,-11.304769,39.0
144621,-6.303654,34.0
144656,-7.015563,35.0
144693,-12.786429,37.0
144729,-7.883111,36.0
144769,-13.113397,40.0
144807,-10.575174,38.0
144843,-7.56641,36.0
144887,-9.863053,44.0
144926,-7.272122,39.0
144966,-8.40979,40.0
145004,-11.325488,38.0
145044,-10.571529,40.0
145083,-12.615352,39.0
145123,-11.292968,40.0
145163,-13.171001,40.0
145204,-8.418385,41.0
145249,-9.467375,45.0
145293,-12.291093,44.0
145438,-33.324304,145.0
145475,-7.353567,37.0
145516,-9.034573,41.0
145551,-9.084133,35.0
145586,-6.908103,35.0
145620,-6.565779,34.0
145657,-7.770093,37.0
145692,-6.188516,35.0
145730,-8.277872,38.0
145767,-11.471068,37.0
145802,-7.094996,35.0
145842,-8.615547,40.0
145879,-11.570969,37.0
145916,-9.662627,37.0
145955,-8.81805,39.0
145993,-10.834988,38.0
146109,-27.175828,116.0
146153,-11.88426,44.0
146260,-18.255127,107.0
146300,-13.494038,40.0
146338,-9.647413,38.0
146375,-12.273182,37.0
146412,-8.023562,37.0
146447,-7.792673,35.0
146485,-10.596898,38.0
146520,-7.693288,35.0
146562,-9.984376,42.0
146597,-8.759723,35.0
146632,-9.295186,35.0
146668,-9.903587,36.0
146704,-10.283616,36.0
146746,-11.437179,42.0
146783,-9.327819,37.0
146825,-8.422038,42.0
146861,-8.28747,36.0
146896,-8.349067,35.0
146933,-9.922835,37.0
146976,-12.598155,43.0
147013,-10.501025,37.0
147048,-6.406493,35.0
147086,-12.10733,38.0
147121,-6.602685,35.0
147163,-10.957348,42.0
147198,-8.111033,35.0
147235,-9.538993,37.0
147272,-9.890623,37.0
147352,-15.738513,80.0
147389,-9.522808,37.0
147429,-12.329814,40.0
147466,-7.823776,37.0
147515,-8.046646,49.0
147553,-11.738571,38.0
147589,-9.726173,36.0
147628,-8.565415,39.0
147665,-11.566301,37.0
147747,-23.610674,82.0
147837,-19.529194,90.0
147873,-7.821029,36.0
147909,-10.878341,36.0
147944,-7.577991,35.0
147982,-8.837491,38.0
148019,-11.530339,37.0
148056,-9.765141,37.0
148091,-7.673974,35.0
148127,-9.153049,36.0
148279,-22.473604,152.0
148315,-11.385377,36.0
148352,-11.809624,37.0
148388,-8.196472,36.0
148466,-19.925089,78.0
148502,-11.674245,36.0
148540,-9.057103,38.0
148622,-18.177621,82.0
148662,-12.007745,40.0
148698,-7.014729,36.0
148737,-10.64874,39.0
148778,-14.403173,41.0
148814,-10.952449,36.0
148850,-10.646732,36.0
148937,-18.336732,87.0
149126,-27.43105,189.0
149164,-11.19879,38.0
149199,-8.807657,35.0
149236,-10.119676,37.0
149273,-8.94104,37.0
149310,-7.472688,37.0
149346,-6.830722,36.0
149386,-12.505663,40.0
149421,-9.889084,35.0
149458,-9.340799,37.0
149492,-6.518258,34.0
149530,-10.518304,38.0
149569,-8.979604,39.0
149608,-7.671738,39.0
149644,-8.895331,36.0
149682,-12.422053,38.0
149718,-10.710466,36.0
149753,-6.537187,35.0
149788,-6.983438,35.0
149826,-8.092171,38.0
149864,-8.18329,38.0
149900,-9.258188,36.0
149992,-24.767949,92.0
