timesteps,episode_reward,episode_length,success
131071,-8.45003937540387,32,1
131106,-10.543046512292927,35,1
131138,-8.255277572256082,32,1
131259,-32.11979590127984,121,1
131445,-47.08812642403179,186,1
131482,-9.313354396721355,37,1
131524,-13.677195458025325,42,1
131724,-50.7358846224322,200,0
131753,-5.532513745983946,29,1
131953,-58.09934654088839,200,0
131983,-8.524767069867064,30,1
132093,-32.46911859585926,110,1
132130,-12.874127996866129,37,1
132210,-19.398758341594892,80,1
132239,-5.743318859069991,29,1
132274,-9.20066922066749,35,1
132474,-62.19107750691627,200,0
132503,-5.415763231772461,29,1
132533,-5.64201621013126,30,1
132566,-8.378938483551158,33,1
132607,-11.151034913237142,41,1
132636,-7.421469760468833,29,1
132671,-9.564825927632382,35,1
132706,-10.21395979096089,35,1
132742,-9.53210576692562,36,1
132773,-8.007852090474692,31,1
132846,-16.751625414089986,73,1
132877,-6.666182202812662,31,1
132911,-9.687598783209186,34,1
132940,-4.740597504775865,29,1
133044,-24.333905103832592,104,1
133079,-9.64280564609942,35,1
133279,-64.44944635838806,200,0
133311,-7.120637165918092,32,1
133340,-5.913564020694142,29,1
133475,-32.52827818805839,135,1
133514,-13.347742676955077,39,1
133542,-6.966974970480699,28,1
133742,-63.35438744087693,200,0
133776,-8.743317429618031,34,1
133810,-10.4586133824249,34,1
133892,-21.197967680779094,82,1
133970,-18.158737208135403,78,1
134010,-11.322544194140457,40,1
134210,-65.91018248925921,200,0
134242,-6.598710859584942,32,1
134278,-10.539897969886159,36,1
134311,-9.687702885289083,33,1
134421,-36.680280507259134,110,1
134455,-10.114354166020137,34,1
134485,-7.735854466445769,30,1
134685,-52.53952480413137,200,0
134712,-4.48173591152786,27,1
134748,-10.887487477356256,36,1
134919,-40.35583205338567,171,1
135027,-31.315219281700962,108,1
135067,-11.910389063827202,40,1
135100,-8.605922589263315,33,1
135268,-42.09678173052931,168,1
135338,-18.369454277712784,70,1
135372,-9.895533798884742,34,1
135402,-7.266552430759681,30,1
135435,-10.126910104547905,33,1
135635,-64.45461116635141,200,0
135740,-26.01069096981739,105,1
135772,-8.985002944222833,32,1
135972,-62.10712654960154,200,0
136015,-15.391376213563252,43,1
136044,-5.9040590307736185,29,1
136072,-5.364099546702262,28,1
136272,-67.99740335862124,200,0
136424,-40.810115917756235,152,1
136454,-7.435750661037906,30,1
136487,-9.29286224156302,33,1
136521,-9.121337725570873,34,1
136555,-9.761281637299298,34,1
136604,-13.77122662893828,49,1
136714,-29.340961670377823,110,1
136740,-3.914549081971776,26,1
136940,-64.89867742723528,200,0
136972,-7.77578274058285,32,1
137014,-14.745851371680942,42,1
137062,-13.947954317336416,48,1
137094,-8.12069933432522,32,1
137128,-7.82020228383354,34,1
137155,-6.1125962914338885,27,1
137181,-4.113024286520808,26,1
137213,-7.536142157447108,32,1
137413,-56.15497065943822,200,0
137538,-36.50397732144482,125,1
137667,-33.85010130886885,129,1
137711,-17.762974899908727,44,1
137741,-6.680901814315657,30,1
137769,-5.886301861573328,28,1
137803,-9.987629032340324,34,1
137831,-4.810213888130601,28,1
137861,-6.383575709694693,30,1
137899,-12.191343760825605,38,1
137929,-6.043323597237492,30,1
137971,-12.809676777624283,42,1
138171,-56.33534276490906,200,0
138203,-9.19576726574108,32,1
138233,-7.423579522882553,30,1
138433,-65.68594283844324,200,0
138465,-10.011501063290483,32,1
138498,-7.626040274893114,33,1
138530,-8.798110273348827,32,1
138563,-10.320639567865072,33,1
138596,-7.433868522272302,33,1
138629,-8.927219142161569,33,1
138656,-4.710294031766113,27,1
138691,-10.792246336404125,35,1
138721,-8.054547818874038,30,1
138756,-11.62588414291335,35,1
138788,-7.608642672545866,32,1
138988,-61.98225210103117,200,0
139020,-7.152514937364526,32,1
139048,-5.18972135801439,28,1
139080,-7.283338661690774,32,1
139113,-7.938367542746128,33,1
139313,-54.94957013745258,200,0
139344,-6.3631499100262925,31,1
139372,-6.996289668609901,28,1
139404,-9.713604193508429,32,1
139604,-65.5786391583278,200,0
139639,-11.129011087821088,35,1
139670,-7.0329557072372975,31,1
139699,-6.790597715738368,29,1
139734,-9.666318458615484,35,1
139934,-66.61371578467013,200,0
139966,-7.299875401654845,32,1
140063,-30.53684787826723,97,1
140098,-8.994153000807687,35,1
140190,-20.123309882413416,92,1
140228,-11.488788134840862,38,1
140267,-12.897052325676553,39,1
140467,-49.859745391924676,200,0
140667,-54.43324199672125,200,0
140696,-5.2641695207876715,29,1
140726,-6.852739143647266,30,1
140758,-8.799619662154011,32,1
140792,-11.45642243009696,34,1
140827,-11.289894795234046,35,1
140863,-11.976381260189617,36,1
141063,-66.21937162987659,200,0
141090,-4.417185865667472,27,1
141119,-6.9999422081984495,29,1
141153,-9.280807334803136,34,1
141184,-6.749985396190745,31,1
141384,-57.56475404405347,200,0
141416,-7.208387733760565,32,1
141449,-10.620188419740394,33,1
141481,-9.293702414817075,32,1
141533,-13.955939464501247,52,1
141567,-10.890764931594697,34,1
141669,-32.55634159352706,102,1
141813,-40.10644810991068,144,1
141917,-23.374850398707892,104,1
141944,-4.187592328100617,27,1
142038,-27.363584364823016,94,1
142066,-5.533996135083905,28,1
142095,-5.802088767494638,29,1
142127,-8.148678790277026,32,1
142160,-9.713716574229961,33,1
142190,-6.615439383663897,30,1
142218,-4.592104045764263,28,1
142251,-9.519418641602472,33,1
142281,-6.718717461843209,30,1
142320,-14.730403817355116,39,1
142520,-57.446659524594494,200,0
142554,-10.693976703568225,34,1
142754,-54.15159251463169,200,0
142789,-10.59150035594009,35,1
142819,-5.912024181023591,30,1
142852,-9.529082684285886,33,1
142884,-8.088799116826847,32,1
143026,-38.760652968453094,142,1
143184,-38.44581692053442,158,1
143216,-7.656958941135569,32,1
143315,-27.024697084356376,99,1
143350,-10.80952033869954,35,1
143379,-8.281276613260864,29,1
143416,-10.681688176904295,37,1
143614,-43.183835604648195,198,1
143644,-7.105652895704063,30,1
143673,-5.795997326041055,29,1
143707,-8.458737711069508,34,1
143743,-12.596967570703335,36,1
143841,-28.595675580863904,98,1
143872,-8.685053124553741,31,1
143900,-4.8676646498636025,28,1
144007,-35.37534876346882,107,1
144036,-4.562410348767738,29,1
144136,-28.723748532723626,100,1
144163,-4.338460143016562,27,1
144296,-33.10202380479703,133,1
144327,-6.806960269274166,31,1
144356,-4.746205551928954,29,1
144385,-4.827078438340525,29,1
144416,-7.38744912833948,31,1
144475,-16.95711935514371,59,1
144510,-10.79754516076209,35,1
144544,-10.612274788756627,34,1
144575,-8.659915194143153,31,1
144610,-10.501041675764576,35,1
144643,-9.54934432366882,33,1
144680,-12.30768950601827,37,1
144712,-10.262928565062614,32,1
144741,-6.102559480448221,29,1
144769,-4.8539255984284235,28,1
144801,-8.807188856516245,32,1
145001,-58.05857325911928,200,0
145142,-34.377936999729634,141,1
145282,-34.36568473027894,140,1
145314,-9.298806286372896,32,1
145353,-12.556428156270378,39,1
145386,-7.869586902009464,33,1
145425,-12.699071476434835,39,1
145572,-42.808970486792965,147,1
145772,-57.92730432317684,200,0
145932,-34.40611124672461,160,1
145963,-7.201167264667108,31,1
145990,-6.0553056627644075,27,1
146115,-36.87633078561673,125,1
146243,-37.804832251170794,128,1
146278,-10.74501032802109,35,1
146308,-7.3611542427388414,30,1
146334,-3.1671807630018485,26,1
146368,-9.943096065190314,34,1
146399,-7.777790956516281,31,1
146436,-12.02957636879721,37,1
146470,-7.941038642279624,34,1
146543,-18.74174750554203,73,1
146743,-61.465034696879755,200,0
146777,-8.729563964836235,34,1
146814,-12.688806292749593,37,1
146844,-7.5141875750947165,30,1
146882,-13.546139293313603,38,1
146916,-10.405821639936498,34,1
146953,-12.120022444844023,37,1
146983,-8.456841078966436,30,1
147014,-6.976086372083909,31,1
147057,-15.62199508815159,43,1
147141,-20.97303046639115,84,1
147176,-12.21206710923776,35,1
147208,-8.02436462883706,32,1
147239,-7.402246655465289,31,1
147275,-10.360178852180585,36,1
147305,-5.602537244022997,30,1
147334,-6.828903637263847,29,1
147371,-10.402947689453923,37,1
147399,-5.135203126756549,28,1
147433,-10.958285351729591,34,1
147533,-24.81533104443141,100,1
147568,-8.165482377038238,35,1
147672,-24.32276418701742,104,1
147700,-5.641044201988537,28,1
147730,-7.1926581657778605,30,1
147770,-14.247071592622518,40,1
147801,-6.192809642126452,31,1
147833,-7.359327455529542,32,1
147866,-9.477216229888358,33,1
147895,-6.818512265775144,29,1
147931,-13.242547171355065,36,1
148040,-30.253051430351874,109,1
148075,-12.86160320748291,35,1
148275,-58.29493859185499,200,0
148304,-5.512642483614837,29,1
148410,-27.49153441867611,106,1
148444,-8.654078341512033,34,1
148477,-9.17201261940987,33,1
148516,-11.733337059187004,39,1
148548,-6.7443838976064505,32,1
148579,-7.1058708717588,31,1
148677,-27.402774658567683,98,1
148707,-6.86978241043945,30,1
148741,-9.332866501767384,34,1
148772,-7.035467434167341,31,1
148803,-6.907412482427141,31,1
148839,-10.85666883839971,36,1
148868,-5.015999614637719,29,1
148898,-7.104053848490123,30,1
148926,-4.853624428003201,28,1
148956,-6.707574778654049,30,1
148989,-8.715010322851114,33,1
149021,-7.410376661341147,32,1
149050,-6.557172497179895,29,1
149080,-8.595016629195326,30,1
149110,-7.445000823963092,30,1
149139,-7.677392882909976,29,1
149170,-7.3347170613440635,31,1
149345,-38.27234204670891,175,1
149379,-9.48772068676982,34,1
149410,-7.3578972234455975,31,1
149442,-9.926209296608382,32,1
