timesteps,episode_reward,episode_length,success
121044,-5.759398161627516,28,1
121244,-53.784945256957286,200,0
121350,-31.936283418156577,106,1
121380,-5.898952944949036,30,1
121580,-70.31820611705032,200,0
121780,-66.34712105002153,200,0
121811,-7.602579938812905,31,1
122011,-56.917318330863466,200,0
122043,-8.531175965860585,32,1
122072,-5.470042688546284,29,1
122109,-13.336653572138548,37,1
122190,-17.45369859566341,81,1
122390,-56.481116327669014,200,0
122590,-75.04989357466357,200,0
122790,-61.65098806979449,200,0
122823,-8.936821430810962,33,1
122855,-7.520423586942137,32,1
122887,-5.5815871412493685,32,1
122918,-6.700334848401617,31,1
123040,-31.25809679179826,122,1
123072,-7.594650955912085,32,1
123272,-54.10232581293572,200,0
123472,-58.30791242124025,200,0
123505,-10.040481065228299,33,1
123539,-10.288614773166332,34,1
123739,-65.1092830401865,200,0
123939,-55.03923321490497,200,0
123968,-5.989433406938737,29,1
124001,-8.596410185429995,33,1
124201,-65.28967440871033,200,0
124401,-64.23471598277895,200,0
124601,-73.18025087173247,200,0
124801,-65.67823080158428,200,0
124926,-37.19668919655006,125,1
124958,-10.242114175912775,32,1
124991,-9.369030882391142,33,1
125025,-11.171191989128543,34,1
125061,-10.029912792710746,36,1
125097,-11.325893016424466,36,1
125297,-66.92921882440774,200,0
125332,-9.934519551902929,35,1
125366,-9.880886930799191,34,1
125393,-5.257658630796895,27,1
125593,-54.38142770887022,200,0
125623,-7.296880038197205,30,1
125659,-10.73384616180341,36,1
125693,-10.220942096349912,34,1
125726,-8.438541482232639,33,1
125878,-36.930939062801905,152,1
125911,-9.577940603713177,33,1
125944,-7.5000811561381,33,1
126144,-64.79917761041757,200,0
126179,-10.538526784228619,35,1
126215,-9.625467722827224,36,1
126248,-8.014818850288304,33,1
126404,-36.20061835393493,156,1
126435,-7.341863078310293,31,1
126551,-34.60186303986352,116,1
126629,-17.495270900429613,78,1
126829,-61.333674236455245,200,0
126861,-8.423911836891188,32,1
126892,-7.56767454904486,31,1
126922,-6.851654190099948,30,1
126962,-10.72992185920464,40,1
126990,-5.664038091227461,28,1
127022,-7.7610899937814235,32,1
127053,-8.168422576238163,31,1
127084,-7.160610789172942,31,1
127200,-30.34968581420999,116,1
127236,-11.208606307478606,36,1
127268,-7.795267295081537,32,1
127300,-6.456833742035817,32,1
127337,-11.73652138463894,37,1
127537,-56.64509086594365,200,0
127737,-63.18037284618633,200,0
127937,-70.8354719255221,200,0
127969,-7.594260719401296,32,1
128002,-9.054007879959903,33,1
128036,-8.767624703781525,34,1
128072,-9.745385369988984,36,1
128272,-61.4104375856908,200,0
128472,-62.273543204010686,200,0
128501,-5.514467464973105,29,1
128534,-9.090568080676443,33,1
128570,-8.018187107632803,36,1
128605,-9.291806382604578,35,1
128634,-5.790951865576343,29,1
128834,-63.02122809703234,200,0
128864,-6.030786006640479,30,1
128892,-3.9887659802500615,28,1
128927,-10.294122382773534,35,1
128972,-14.809476936122234,45,1
129003,-8.48574452468661,31,1
129203,-63.287931143733886,200,0
129232,-5.337595292745185,29,1
129261,-5.915404675409464,29,1
129293,-8.497104903636583,32,1
129330,-11.133744324746587,37,1
129362,-7.831582600626113,32,1
129397,-11.116649699592871,35,1
129424,-4.46486374418417,27,1
129467,-13.898385659786992,43,1
129589,-24.654704054001797,122,1
129789,-61.96816848463897,200,0
129826,-12.256478382139987,37,1
129865,-12.627536476388999,39,1
129907,-11.95529409979166,42,1
130107,-65.29598229751959,200,0
130141,-8.46228136650811,34,1
130179,-11.181923737163187,38,1
130211,-8.471767671442263,32,1
130411,-52.72341822129259,200,0
130441,-6.340065469670757,30,1
130471,-6.839676178058891,30,1
130504,-8.676838848287622,33,1
130542,-13.088339984789279,38,1
130742,-69.16124213268809,200,0
130780,-11.538575814578142,38,1
130808,-4.566814759938797,28,1
130839,-8.301612520317317,31,1
131039,-60.76638873069179,200,0
